bad_verdicts_list,dt,publication_title_name,topics_verdicts_list,shows,ent,persons,organizations,locations,country
[],2025-09-30T06:32:42.295000Z,В Соликамске умер известный врач Дмитрий Антипин,[],83747,"{'persons': ['Дмитрий Антипин'], 'organizations': [], 'locations': ['соликамске']}",['Дмитрий Антипин'],[],['соликамске'],[]
"['Желтуха', 'Политика']",2025-10-22T13:49:09Z,Серия ударов Путина ошеломила Евросоюз. Запад решил жестко наказать Россию и сам оказался в губительной ловушке,['Политика'],82479,"{'persons': ['Путин'], 'organizations': [], 'locations': ['россия', 'евросоюз', 'запад']}",['Путин'],[],"['россия', 'евросоюз', 'запад']",['RUS']
[],2025-09-27T21:17:39Z,Xzibit назвал Москву технологичным и развивающимся городом,[],98917,"{'persons': [], 'organizations': ['Xzibit'], 'locations': ['москва']}",[],['Xzibit'],['москва'],[]
['Трагическое'],2025-09-14T14:49:42Z,Иркутский суд назвал дату прощания с найденным погибшим судьей,[],34223,"{'persons': [], 'organizations': ['Иркутский суд'], 'locations': []}",[],['Иркутский суд'],[],[]
['Желтуха'],2025-09-10T22:00:08Z,"Похорошела за деньги мужа! Блонд, сексуальные вырезы, пластика: как изменилась Полина Диброва",[],88312,"{'persons': ['Полина Диброва', 'Похорошела', 'Блонд'], 'organizations': [], 'locations': []}","['Полина Диброва', 'Похорошела', 'Блонд']",[],[],[]
"['Желтуха', 'Политика', 'Конфликт']",2025-09-17T16:29:00Z,Origo: Зеленский может не пережить скандал со взрывчаткой из Киева в Грузии,['Политика'],44262,"{'persons': [], 'organizations': ['Origo'], 'locations': ['киев', 'грузия']}",[],['Origo'],"['киев', 'грузия']",['GEO']
[],2025-10-14T02:57:00Z,Эксперт Корнейчук: сильно нагретый телефон при зарядке может воспламениться,[],43730,"{'persons': ['Корнейчук'], 'organizations': [], 'locations': []}",['Корнейчук'],[],[],[]
[],2025-10-13T12:10:22Z,Сыктывкар занял 77 место в рейтинге городов РФ по уровню зарплат,[],11293,"{'persons': [], 'organizations': [], 'locations': ['рф', 'сыктывкар']}",[],[],"['рф', 'сыктывкар']",['RUS']
[],2025-09-07T19:06:44Z,Бывшая первая ракетка мира Сафин принял участие в открытии финала US Open,['Спорт'],27516,"{'persons': ['Сафин'], 'organizations': [], 'locations': []}",['Сафин'],[],[],[]
[],2025-10-25T13:48:04Z,Настя Ивлеева рассказала о поездке в Узбекистан с мужем,[],80212,"{'persons': ['Настя Ивлеева'], 'organizations': [], 'locations': ['узбекистан']}",['Настя Ивлеева'],[],['узбекистан'],['UZB']
['Политика'],2025-09-14T05:19:00Z,"Минобороны РФ сообщило об успешной стрельбе ракетой ""Циркон"" в ходе учения ""Запад-2025""",[],32490,"{'persons': [], 'organizations': ['Минобороны'], 'locations': ['рф']}",[],['Минобороны'],['рф'],['RUS']
"['Желтуха', 'Политика']",2025-09-19T09:31:00Z,Дания пересматривает отказ от ядерного оружия: что изменилось в соглашении с США?,['Политика'],79183,"{'persons': [], 'organizations': [], 'locations': ['дания', 'сша']}",[],[],"['дания', 'сша']","['USA', 'DNK']"
"['Желтуха', 'Политика', 'Конфликт']",2025-09-06T02:15:00Z,Путин сорвал планы «коалиции желающих» по отправке войск на Украину — СМИ,"['Политика', 'Политический конфликт']",15388,"{'persons': [], 'organizations': ['СМИ'], 'locations': ['украина']}",[],['СМИ'],['украина'],['UKR']
"['Политика', 'Конфликт']",2025-10-23T05:19:54Z,"Трамп заявил, что США не снимали ограничение на дальнобойные удары по России","['Политика', 'Политический конфликт']",51023,"{'persons': ['Трамп'], 'organizations': [], 'locations': ['сша', 'россия']}",['Трамп'],[],"['сша', 'россия']","['USA', 'RUS']"
['Политика'],2025-09-27T09:19:45Z,Журова поддержала решение УЕФА не отстранять Израиль от соревнований,['Спорт'],3410,"{'persons': ['Журова'], 'organizations': ['УЕФА'], 'locations': ['израиль']}",['Журова'],['УЕФА'],['израиль'],['ISR']
['Желтуха'],2025-10-07T05:59:42Z,Знатоки не знали! Эти вопросы о Крыме не осилили команды «Что? Где? Когда?»,[],96912,"{'persons': [], 'organizations': [], 'locations': ['крым']}",[],[],['крым'],[]
[],2025-09-28T03:50:00Z,"Россиянка Карина Давтян победила на конкурсе красоты в Индии, завоевав титул «Миссис ООН Классик 2025»",[],15851,"{'persons': ['Карина Давтян'], 'organizations': [], 'locations': ['индия']}",['Карина Давтян'],[],['индия'],['IND']
[],2025-09-15T12:43:01Z,Можно ли вылечить мигрень самостоятельно?,[],34132,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
['Политика'],2025-09-15T12:41:47Z,Италия возобновила покупки СПГ у РФ после четырёхмесячного перерыва,['Политика'],93213,"{'persons': [], 'organizations': [], 'locations': ['италия', 'рф']}",[],[],"['италия', 'рф']","['RUS', 'ITA']"
[],2025-10-11T09:15:00Z,Георгий Филимонов сообщил о завершении работ на 77 объектах в Череповце,[],55765,"{'persons': ['Георгий Филимонов'], 'organizations': [], 'locations': ['череповец']}",['Георгий Филимонов'],[],['череповец'],[]
